transaction_id,customer_id,transaction_date,revenue,cost,product_type
T000067201,C0007372,2025-10-10,175.44,73.51,Core
T000059278,C0004476,2025-10-10,390.87,194.99,Core
T000065187,C0008436,2025-10-10,20.61,11.31,Add-on
T000049773,C0006539,2025-10-10,783.93,392.78,Core
T000029418,C0002615,2025-10-11,56.45,29.81,Core
T000068094,C0000198,2025-10-11,331.31,317.34,Services
T000040687,C0001546,2025-10-11,758.43,382.79,Core
T000047447,C0004301,2025-10-11,109.67,44.44,Add-on
T000023655,C0008326,2025-10-11,1013.46,721.62,Services
T000064078,C0001303,2025-10-11,297.08,173.65,Core
T000066776,C0005983,2025-10-11,264.65,163.26,Core
T000030937,C0001353,2025-10-11,499.73,348.07,Premium
T000024389,C0007232,2025-10-11,281.09,128.01,Core
T000041813,C0006329,2025-10-11,39.64,20.12,Core
T000057219,C0008960,2025-10-11,755.16,545.27,Premium
T000038584,C0001028,2025-10-11,67.04,45.59,Premium
T000063382,C0007860,2025-10-11,27.6,13.72,Add-on
T000054916,C0004155,2025-10-11,192.28,131.43,Premium
T000049686,C0003562,2025-10-11,240.2,234.9,Services
T000013619,C0006616,2025-10-11,93.8,38.46,Add-on
T000065278,C0000715,2025-10-11,234.46,140.36,Core
T000047719,C0006690,2025-10-11,312.47,163.68,Add-on
T000020059,C0008102,2025-10-11,165.21,92.83,Core
T000039948,C0008165,2025-10-11,2977.13,2048.56,Premium
T000066954,C0001123,2025-10-11,634.77,367.61,Core
T000055652,C0000804,2025-10-11,152.97,117.26,Services
T000023516,C0001222,2025-10-11,38.46,15.84,Add-on
T000049077,C0007424,2025-10-11,270.13,197.54,Premium
T000060467,C0006631,2025-10-11,843.93,486.63,Core
T000061060,C0008167,2025-10-11,1072.66,820.21,Premium
T000058021,C0005471,2025-10-11,28.73,21.13,Add-on
T000064763,C0006806,2025-10-11,7661.36,4137.18,Core
T000058213,C0003040,2025-10-11,193.94,80.49,Core
T000063972,C0005352,2025-10-11,41.35,22.42,Add-on
T000038261,C0006972,2025-10-11,707.86,371.77,Core
T000066534,C0005856,2025-10-11,649.99,348.59,Core
T000020124,C0004422,2025-10-11,166.95,131.35,Services
T000067276,C0004651,2025-10-11,1284.68,819.67,Premium
T000057610,C0004601,2025-10-11,123.15,51.46,Add-on
T000002198,C0003879,2025-10-11,669.03,357.7,Add-on
T000050206,C0006459,2025-10-11,625.44,575.73,Services
T000028449,C0005887,2025-10-11,105.46,53.02,Add-on
T000067123,C0003569,2025-10-11,367.92,295.58,Services
T000024887,C0006068,2025-10-11,68.72,39.82,Core
T000059092,C0002021,2025-10-11,79.84,61.07,Core
T000060157,C0003625,2025-10-11,1873.91,1500.01,Premium
T000056428,C0006167,2025-10-11,3081.3,2833.03,Services
T000064133,C0003448,2025-10-11,187.46,102.2,Core
T000051327,C0005663,2025-10-11,235.86,121.2,Core
T000052758,C0008426,2025-10-11,422.56,343.48,Premium
T000068245,C0008877,2025-10-11,219.11,137.0,Core
T000002196,C0003879,2025-10-11,94.92,47.13,Core
T000061521,C0002261,2025-10-11,137.97,57.76,Core
T000059167,C0000326,2025-10-11,761.12,344.54,Core
T000063874,C0003010,2025-10-11,513.32,393.07,Premium
T000056615,C0006574,2025-10-11,183.31,73.1,Core
T000063914,C0005255,2025-10-11,218.54,148.63,Core
T000059652,C0006383,2025-10-11,618.6,425.31,Premium
T000034884,C0001847,2025-10-11,336.92,238.93,Premium
T000056160,C0008844,2025-10-11,250.68,187.05,Premium
T000044152,C0005523,2025-10-11,136.6,96.15,Core
T000052646,C0007483,2025-10-11,205.55,103.68,Core
T000066919,C0007718,2025-10-11,41.49,27.46,Core
T000065595,C0003536,2025-10-11,238.01,135.16,Core
T000035370,C0003545,2025-10-11,45.34,34.04,Core
T000019098,C0001590,2025-10-11,71.41,41.34,Core
T000066170,C0005466,2025-10-11,44.68,19.16,Add-on
T000068221,C0001339,2025-10-11,945.56,808.49,Premium
T000067806,C0005100,2025-10-11,29.35,13.88,Core
T000058405,C0008983,2025-10-11,137.06,93.7,Core
T000020636,C0000716,2025-10-11,1009.7,731.24,Premium
T000058406,C0008983,2025-10-11,362.89,288.28,Services
T000068305,C0006343,2025-10-11,912.56,717.64,Services
T000060407,C0002085,2025-10-11,2486.71,1793.99,Core
T000049802,C0001688,2025-10-11,125.26,95.66,Premium
T000059793,C0005555,2025-10-11,182.63,84.52,Add-on
T000068312,C0008810,2025-10-11,281.3,155.69,Core
T000058852,C0008870,2025-10-11,237.62,120.76,Core
T000057756,C0006014,2025-10-11,90.18,52.55,Core
T000064504,C0004347,2025-10-11,303.19,130.02,Core
T000020350,C0004221,2025-10-11,90.89,64.16,Premium
T000067296,C0008464,2025-10-11,7181.13,6616.5,Services
T000035009,C0003762,2025-10-11,1139.98,547.6,Add-on
T000014575,C0002379,2025-10-11,114.08,73.14,Premium
T000067436,C0003888,2025-10-11,378.49,232.64,Core
T000061585,C0000102,2025-10-11,546.7,406.91,Services
T000061237,C0001988,2025-10-11,257.18,148.48,Core
T000023218,C0004802,2025-10-11,571.13,275.51,Core
T000068175,C0004348,2025-10-11,2223.0,1761.93,Services
T000060038,C0004537,2025-10-11,224.95,91.73,Add-on
T000058364,C0004623,2025-10-11,7.75,3.3,Add-on
T000064041,C0002273,2025-10-11,80.79,41.47,Core
T000035267,C0002807,2025-10-11,153.56,82.8,Add-on
T000023122,C0000970,2025-10-11,77.17,27.03,Add-on
T000004879,C0005987,2025-10-11,421.45,251.28,Core
T000057046,C0007952,2025-10-11,630.42,347.03,Core
T000052430,C0008007,2025-10-11,4340.58,2813.63,Premium
T000067216,C0007859,2025-10-11,5.31,3.46,Add-on
T000064410,C0008735,2025-10-11,161.3,64.87,Add-on
T000065635,C0001782,2025-10-11,442.39,238.29,Core
T000015831,C0003607,2025-10-11,106.79,56.23,Add-on
T000057937,C0002530,2025-10-11,678.42,314.43,Add-on
T000067057,C0008997,2025-10-11,433.1,219.45,Core
T000048187,C0000138,2025-10-11,503.54,354.77,Premium
T000043876,C0005591,2025-10-11,430.83,215.71,Core
T000048190,C0000138,2025-10-11,692.64,369.1,Add-on
T000038660,C0003335,2025-10-11,310.92,287.64,Services
T000064594,C0005689,2025-10-11,919.07,727.71,Premium
T000045815,C0006535,2025-10-11,321.07,211.33,Premium
T000039601,C0000886,2025-10-11,104.9,49.06,Add-on
T000051804,C0004490,2025-10-11,671.77,395.4,Core
T000037193,C0006917,2025-10-11,943.18,457.47,Core
T000007424,C0004292,2025-10-11,165.8,77.53,Add-on
T000053069,C0006796,2025-10-11,107.96,76.46,Premium
T000007422,C0004292,2025-10-11,202.45,119.44,Core
T000064544,C0002591,2025-10-11,402.23,292.58,Core
T000049929,C0005502,2025-10-11,285.86,159.12,Core
T000051802,C0004490,2025-10-11,183.3,96.61,Core
T000067275,C0004651,2025-10-12,784.12,501.7,Premium
T000060981,C0004661,2025-10-12,924.1,523.12,Core
T000025698,C0004529,2025-10-12,66.49,39.77,Core
T000039961,C0003690,2025-10-12,1773.45,819.12,Add-on
T000063118,C0000857,2025-10-12,230.82,110.44,Core
T000061019,C0007832,2025-10-12,140.11,99.57,Services
T000066249,C0008220,2025-10-12,3943.73,3680.73,Services
T000058077,C0008883,2025-10-12,793.95,434.22,Core
T000036822,C0005315,2025-10-12,311.14,203.0,Core
T000048022,C0004798,2025-10-12,461.39,338.41,Core
T000039091,C0003871,2025-10-12,247.13,148.02,Core
T000057523,C0008579,2025-10-12,1733.44,757.95,Core
T000063096,C0004233,2025-10-12,309.77,148.89,Core
T000058292,C0005871,2025-10-12,122.33,56.42,Core
T000053601,C0003813,2025-10-12,266.82,162.65,Add-on
T000064477,C0002423,2025-10-12,47.71,24.77,Core
T000023429,C0004595,2025-10-12,339.68,175.2,Core
T000016643,C0006339,2025-10-12,4652.44,2687.71,Core
T000066127,C0006908,2025-10-12,54.96,33.04,Add-on
T000064445,C0004092,2025-10-12,2602.76,1686.24,Premium
T000067046,C0004093,2025-10-12,777.14,397.46,Add-on
T000057642,C0008197,2025-10-12,7067.2,4340.68,Core
T000067328,C0004886,2025-10-12,102.45,41.07,Add-on
T000039648,C0002125,2025-10-12,224.01,121.5,Add-on
T000061018,C0007832,2025-10-12,2283.84,1603.19,Premium
T000028343,C0008112,2025-10-12,421.24,240.47,Core
T000026760,C0002844,2025-10-12,1025.93,766.52,Premium
T000067793,C0001632,2025-10-12,340.98,240.87,Add-on
T000053580,C0001302,2025-10-12,270.88,163.98,Core
T000045000,C0002843,2025-10-12,211.9,128.86,Core
T000060095,C0005294,2025-10-12,704.63,579.29,Premium
T000052255,C0003127,2025-10-12,108.6,62.44,Add-on
T000061362,C0003224,2025-10-12,3440.07,2350.16,Premium
T000066187,C0005442,2025-10-12,215.1,104.39,Add-on
T000061249,C0005941,2025-10-12,971.08,705.35,Services
T000067450,C0001959,2025-10-12,50.64,26.35,Core
T000065377,C0001711,2025-10-12,42.25,25.36,Core
T000066875,C0007293,2025-10-12,156.61,139.42,Services
T000056754,C0003944,2025-10-12,201.8,107.23,Core
T000042801,C0005164,2025-10-12,154.93,65.78,Add-on
T000019100,C0001590,2025-10-12,1106.26,979.44,Services
T000063460,C0006540,2025-10-12,421.99,202.68,Core
T000045959,C0007162,2025-10-12,2685.69,2593.19,Services
T000062640,C0005779,2025-10-12,809.33,416.73,Core
T000022089,C0002328,2025-10-12,432.06,309.55,Core
T000008620,C0002312,2025-10-12,208.83,105.31,Core
T000044024,C0007328,2025-10-12,1211.45,782.38,Premium
T000061213,C0005792,2025-10-12,101.5,87.09,Services
T000066590,C0004577,2025-10-12,286.69,167.61,Add-on
T000056881,C0006747,2025-10-12,83.19,38.98,Add-on
T000065878,C0000343,2025-10-12,51.0,28.06,Core
T000031389,C0004902,2025-10-12,140.38,71.49,Add-on
T000044111,C0004815,2025-10-12,2759.06,1993.93,Premium
T000054127,C0005520,2025-10-12,393.69,197.52,Core
T000065602,C0006296,2025-10-12,875.58,557.35,Core
T000029682,C0001530,2025-10-12,507.44,374.12,Premium
T000061175,C0004148,2025-10-12,44.65,29.29,Core
T000043921,C0007705,2025-10-12,91.94,60.06,Core
T000064362,C0006116,2025-10-12,1126.27,736.57,Core
T000051527,C0005188,2025-10-12,248.95,227.22,Premium
T000065525,C0003460,2025-10-12,71.31,51.95,Core
T000055706,C0000344,2025-10-12,423.18,395.06,Services
T000059170,C0000326,2025-10-12,907.72,587.23,Premium
T000061989,C0001410,2025-10-12,962.04,655.03,Core
T000063929,C0005536,2025-10-12,140.24,73.81,Add-on
T000066535,C0005856,2025-10-12,342.14,228.45,Premium
T000020102,C0004000,2025-10-12,931.67,715.82,Services
T000030758,C0000407,2025-10-12,54.03,27.9,Core
T000062539,C0006699,2025-10-12,126.91,75.9,Core
T000059219,C0002593,2025-10-12,188.55,117.28,Core
T000067177,C0006718,2025-10-12,104.81,58.9,Core
T000063343,C0002793,2025-10-12,333.91,156.79,Core
T000029640,C0004563,2025-10-12,115.06,58.2,Core
T000067536,C0000073,2025-10-12,1088.12,800.38,Premium
T000052756,C0008426,2025-10-12,156.55,109.62,Core
T000061522,C0002261,2025-10-12,320.4,181.21,Core
T000042667,C0001943,2025-10-12,145.98,129.34,Core
T000046862,C0008089,2025-10-12,22.26,10.61,Add-on
T000066079,C0002722,2025-10-12,210.83,115.1,Core
T000059062,C0006518,2025-10-12,2216.84,997.85,Core
T000050562,C0003560,2025-10-12,33.86,22.04,Core
T000046054,C0003753,2025-10-12,705.75,401.1,Add-on
T000067980,C0003711,2025-10-12,3091.91,1423.57,Core
T000034140,C0001065,2025-10-12,839.12,598.09,Services
T000065040,C0000383,2025-10-12,265.87,139.4,Core
T000067978,C0003711,2025-10-12,637.81,283.53,Add-on
T000003230,C0000415,2025-10-12,165.86,98.5,Core
T000067431,C0004056,2025-10-12,361.29,314.01,Services
T000059516,C0003423,2025-10-12,143.24,101.73,Premium
T000044414,C0002852,2025-10-12,101.66,55.42,Core
T000065649,C0001648,2025-10-12,215.45,174.85,Services
T000066164,C0001623,2025-10-12,936.24,586.14,Core
T000062156,C0001928,2025-10-12,197.95,118.42,Core
T000067213,C0003820,2025-10-12,672.73,425.11,Add-on
T000015993,C0005371,2025-10-12,260.17,189.73,Premium
T000067238,C0002274,2025-10-12,50.52,28.72,Core
T000065668,C0005642,2025-10-12,840.63,382.91,Add-on
T000054347,C0001963,2025-10-12,2773.54,1547.57,Add-on
T000062363,C0002089,2025-10-12,881.68,703.13,Premium
T000064788,C0000639,2025-10-12,699.3,414.21,Core
T000065914,C0003248,2025-10-12,70.23,34.13,Core
T000064812,C0000367,2025-10-12,197.99,109.5,Core
T000029255,C0008763,2025-10-12,396.24,331.97,Premium
T000062098,C0000446,2025-10-12,17.06,16.94,Services
T000060637,C0004217,2025-10-13,421.64,224.46,Add-on
T000046090,C0005478,2025-10-13,365.17,248.9,Services
T000038403,C0004574,2025-10-13,144.97,101.66,Premium
T000066426,C0005428,2025-10-13,274.96,222.87,Core
T000007919,C0002668,2025-10-13,539.23,281.41,Core
T000064727,C0000185,2025-10-13,2600.74,1407.31,Core
T000058473,C0005742,2025-10-13,509.12,278.37,Core
T000019779,C0004228,2025-10-13,298.5,162.39,Core
T000063453,C0008291,2025-10-13,104.54,42.37,Add-on
T000063582,C0003004,2025-10-13,88.42,54.9,Core
T000021891,C0004751,2025-10-13,370.73,219.61,Core
T000066492,C0002499,2025-10-13,89.14,38.57,Add-on
T000055028,C0002684,2025-10-13,1171.64,808.43,Premium
T000065518,C0006244,2025-10-13,184.93,105.28,Core
T000066044,C0002666,2025-10-13,1257.31,883.14,Premium
T000066519,C0006581,2025-10-13,44.33,27.03,Add-on
T000067166,C0008043,2025-10-13,159.99,93.77,Core
T000058472,C0005742,2025-10-13,280.14,199.97,Premium
T000050026,C0001476,2025-10-13,841.89,509.99,Core
T000014348,C0000335,2025-10-13,316.38,184.39,Core
T000065879,C0000343,2025-10-13,367.97,180.14,Core
T000034001,C0007228,2025-10-13,1724.62,1125.39,Core
T000053160,C0000228,2025-10-13,68.93,34.94,Add-on
T000059642,C0004468,2025-10-13,402.81,275.14,Premium
T000068381,C0006662,2025-10-13,101.03,53.82,Core
T000067001,C0002348,2025-10-13,891.81,613.96,Core
T000007700,C0002427,2025-10-13,1406.55,729.08,Core
T000067515,C0003550,2025-10-13,89.23,63.18,Core
T000032865,C0005243,2025-10-13,245.92,124.28,Core
T000064089,C0005810,2025-10-13,1562.32,986.88,Core
T000039964,C0003690,2025-10-13,27.1,11.67,Core
T000058201,C0000460,2025-10-13,32.71,17.85,Add-on
T000062978,C0002300,2025-10-13,193.45,110.75,Core
T000021485,C0000026,2025-10-13,333.01,167.3,Add-on
T000064098,C0004509,2025-10-13,73.65,45.07,Core
T000022868,C0006368,2025-10-13,810.91,437.19,Core
T000059204,C0000906,2025-10-13,307.04,236.07,Services
T000066812,C0004112,2025-10-13,179.53,103.28,Add-on
T000057480,C0007935,2025-10-13,877.21,475.8,Add-on
T000066007,C0007829,2025-10-13,310.17,135.53,Add-on
T000046218,C0004688,2025-10-13,320.13,219.81,Core
T000032835,C0004104,2025-10-13,543.42,225.26,Add-on
T000030992,C0007342,2025-10-13,135.54,67.44,Core
T000039960,C0003690,2025-10-13,20.79,9.89,Add-on
T000056245,C0005544,2025-10-13,470.48,269.88,Core
T000056370,C0005257,2025-10-13,298.26,224.55,Premium
T000009373,C0007282,2025-10-13,1185.95,875.03,Premium
T000065423,C0003031,2025-10-13,439.88,290.87,Add-on
T000062014,C0005610,2025-10-13,293.34,181.4,Core
T000038850,C0007690,2025-10-13,4094.18,3102.93,Services
T000065434,C0003462,2025-10-13,390.09,287.1,Core
T000067601,C0008792,2025-10-13,1863.05,1506.63,Premium
T000060229,C0005549,2025-10-13,403.59,244.05,Core
T000068243,C0008877,2025-10-13,107.41,68.17,Add-on
T000065682,C0002756,2025-10-13,60.99,26.5,Add-on
T000067472,C0001666,2025-10-13,846.41,402.83,Core
T000052763,C0003473,2025-10-13,291.92,181.49,Core
T000007702,C0002427,2025-10-13,2377.16,1266.37,Core
T000058567,C0000300,2025-10-13,70.33,44.19,Core
T000065891,C0008472,2025-10-13,2128.38,1709.07,Premium
T000053175,C0008499,2025-10-13,1129.36,776.7,Core
T000031165,C0001858,2025-10-13,176.32,125.69,Premium
T000067206,C0008108,2025-10-13,87.77,58.8,Core
T000056161,C0008844,2025-10-13,1166.43,671.53,Core
T000066377,C0001098,2025-10-13,172.15,80.36,Core
T000067724,C0000853,2025-10-13,106.86,75.36,Core
T000067211,C0007852,2025-10-13,43.98,17.56,Core
T000063629,C0002679,2025-10-13,75.13,35.67,Add-on
T000026409,C0005773,2025-10-13,24.73,15.39,Core
T000059872,C0008605,2025-10-13,63.25,40.93,Core
T000044848,C0001458,2025-10-13,233.43,132.97,Core
T000064418,C0005721,2025-10-13,384.81,253.8,Premium
T000060964,C0004099,2025-10-13,723.84,524.53,Premium
T000012609,C0007635,2025-10-13,1549.18,1348.69,Services
T000004307,C0005218,2025-10-13,219.61,101.01,Core
T000032223,C0007887,2025-10-13,486.85,226.42,Add-on
T000045889,C0004209,2025-10-13,830.54,438.13,Core
T000060966,C0004099,2025-10-13,7549.84,5668.72,Premium
T000058787,C0005426,2025-10-13,114.8,97.33,Core
T000065618,C0006734,2025-10-13,462.69,355.44,Services
T000063753,C0001147,2025-10-13,319.55,179.53,Core
T000067853,C0005323,2025-10-13,440.02,315.14,Premium
T000018451,C0007160,2025-10-13,589.53,484.37,Services
T000067904,C0008971,2025-10-13,1207.75,548.37,Add-on
T000065241,C0005883,2025-10-13,169.12,160.81,Services
T000068350,C0002934,2025-10-13,1813.71,1349.64,Premium
T000065636,C0001782,2025-10-13,242.84,176.79,Premium
T000031557,C0000171,2025-10-13,495.26,349.47,Premium
T000065317,C0004829,2025-10-13,244.55,213.25,Services
T000044820,C0005329,2025-10-13,23.63,11.05,Core
T000052906,C0005125,2025-10-13,753.35,414.61,Add-on
T000068193,C0006024,2025-10-13,38.81,16.14,Core
T000051860,C0004417,2025-10-13,601.13,316.79,Add-on
T000062876,C0004690,2025-10-13,126.24,80.94,Core
T000035038,C0000316,2025-10-13,1045.59,595.07,Core
T000047828,C0006956,2025-10-13,518.84,372.6,Services
T000066640,C0008811,2025-10-13,296.78,156.33,Core
T000018498,C0004467,2025-10-13,134.33,82.49,Add-on
T000064807,C0000367,2025-10-13,2677.19,1976.29,Premium
T000068349,C0002934,2025-10-13,2856.12,2144.67,Premium
T000053657,C0001724,2025-10-13,164.58,147.2,Premium
T000026059,C0008906,2025-10-13,510.82,331.2,Core
T000067351,C0006790,2025-10-13,445.7,316.15,Premium
T000059912,C0006802,2025-10-13,31.46,14.34,Add-on
T000068009,C0006066,2025-10-13,125.54,56.4,Add-on
T000018326,C0008341,2025-10-13,652.11,361.19,Core
T000018327,C0008341,2025-10-13,1408.47,1090.18,Premium
T000060553,C0001603,2025-10-13,3753.01,1993.49,Core
T000056028,C0005543,2025-10-13,125.37,73.12,Core
T000051550,C0004945,2025-10-13,52.14,34.76,Core
T000034563,C0007558,2025-10-13,141.18,63.48,Add-on
T000062906,C0006186,2025-10-13,80.72,51.6,Add-on
T000060923,C0005461,2025-10-13,114.59,79.89,Services
T000062083,C0008554,2025-10-13,228.85,144.28,Add-on
T000013212,C0005054,2025-10-13,807.78,459.8,Core
T000062641,C0005779,2025-10-13,2326.22,1443.27,Premium
T000066388,C0003073,2025-10-13,958.93,761.84,Premium
T000065723,C0004122,2025-10-13,528.3,284.5,Core
T000040539,C0004921,2025-10-13,1436.87,1021.89,Premium
T000050776,C0003554,2025-10-13,34.79,18.78,Add-on
T000051569,C0001739,2025-10-13,52.25,19.95,Add-on
T000039794,C0006804,2025-10-13,98.24,47.33,Core
T000020178,C0000553,2025-10-13,46.27,29.01,Core
T000041267,C0003960,2025-10-13,434.34,290.74,Services
T000067429,C0001903,2025-10-13,477.66,344.12,Add-on
T000062820,C0006276,2025-10-13,1388.2,722.23,Core
T000023605,C0007467,2025-10-13,2414.67,1607.76,Premium
T000067568,C0002352,2025-10-14,78.68,50.37,Add-on
T000068197,C0004904,2025-10-14,1184.03,826.14,Premium
T000067592,C0007395,2025-10-14,132.38,83.04,Core
T000067584,C0003373,2025-10-14,2189.9,1908.86,Services
T000062552,C0002193,2025-10-14,64.16,35.87,Add-on
T000065318,C0004829,2025-10-14,631.79,469.1,Core
T000066702,C0000262,2025-10-14,1054.32,893.63,Services
T000067812,C0007722,2025-10-14,667.15,380.56,Core
T000065580,C0007083,2025-10-14,954.7,701.56,Services
T000061587,C0000102,2025-10-14,238.19,145.76,Core
T000068091,C0008560,2025-10-14,82.9,33.19,Add-on
T000067790,C0001099,2025-10-14,493.49,442.3,Premium
T000066168,C0005466,2025-10-14,338.72,156.13,Core
T000066830,C0008337,2025-10-14,1006.69,757.91,Premium
T000068292,C0002165,2025-10-14,43.9,25.62,Add-on
T000068270,C0008409,2025-10-14,1979.48,1587.44,Services
T000067772,C0000334,2025-10-14,715.79,398.19,Core
T000066643,C0008811,2025-10-14,296.52,185.01,Core
T000062132,C0003148,2025-10-14,86.34,41.76,Core
T000066664,C0004321,2025-10-14,1024.13,757.0,Premium
T000062268,C0008047,2025-10-14,30.88,19.88,Core
T000066667,C0006684,2025-10-14,492.97,275.15,Add-on
T000064325,C0004392,2025-10-14,718.32,577.09,Premium
T000060772,C0000848,2025-10-14,112.46,66.96,Add-on
T000061081,C0005399,2025-10-14,171.44,117.02,Core
T000064922,C0000621,2025-10-14,335.4,176.68,Core
T000068256,C0000406,2025-10-14,218.42,103.18,Core
T000067208,C0007852,2025-10-14,341.84,222.93,Premium
T000063790,C0004917,2025-10-14,2036.79,1157.56,Core
T000067811,C0007722,2025-10-14,1240.12,954.77,Premium
T000067647,C0007751,2025-10-14,8.15,5.65,Core
T000067653,C0004689,2025-10-14,31.72,24.39,Add-on
T000067178,C0006718,2025-10-14,496.85,244.02,Core
T000063430,C0004952,2025-10-14,549.02,349.48,Premium
T000068116,C0001355,2025-10-14,1018.9,719.01,Core
T000066549,C0003725,2025-10-14,66.43,46.72,Core
T000065507,C0006739,2025-10-14,113.33,63.77,Core
T000068233,C0003445,2025-10-14,772.99,671.62,Services
T000064178,C0000837,2025-10-14,31.71,20.96,Add-on
T000068360,C0005485,2025-10-14,465.11,294.98,Core
T000066414,C0005410,2025-10-14,4123.66,3322.24,Services
T000064597,C0005689,2025-10-14,301.17,164.78,Core
T000066114,C0000168,2025-10-14,627.2,361.6,Core
T000068018,C0007317,2025-10-14,240.31,116.21,Core
T000066868,C0005339,2025-10-14,118.79,88.18,Core
T000066393,C0003643,2025-10-14,313.0,181.16,Add-on
T000064444,C0004092,2025-10-14,685.71,354.55,Core
T000062782,C0008274,2025-10-14,1046.0,524.61,Add-on
T000061446,C0000092,2025-10-14,536.04,431.44,Premium
T000034975,C0007643,2025-10-14,75.1,41.56,Core
T000048791,C0002665,2025-10-14,444.72,308.78,Premium
T000059838,C0005567,2025-10-14,110.08,62.92,Core
T000036450,C0002628,2025-10-14,339.62,209.74,Core
T000050881,C0004311,2025-10-14,934.57,709.6,Services
T000050067,C0006359,2025-10-14,830.11,503.29,Core
T000046055,C0003753,2025-10-14,1782.92,1074.94,Core
T000052635,C0007545,2025-10-14,131.02,90.05,Premium
T000045294,C0003062,2025-10-14,119.42,62.4,Core
T000058464,C0008332,2025-10-14,393.81,279.73,Core
T000033108,C0005933,2025-10-14,149.78,84.5,Add-on
T000003146,C0006055,2025-10-14,3109.97,3133.75,Services
T000039841,C0002851,2025-10-14,286.32,241.52,Services
T000048982,C0001270,2025-10-14,35.28,27.39,Core
T000057740,C0006715,2025-10-14,128.87,67.38,Add-on
T000029903,C0004843,2025-10-14,102.0,52.01,Add-on
T000035011,C0003762,2025-10-14,6667.85,5981.0,Services
T000014046,C0003128,2025-10-14,92.76,48.32,Core
T000056341,C0005117,2025-10-14,18528.26,14333.46,Services
T000050298,C0003413,2025-10-14,118.4,86.09,Premium
T000041238,C0005800,2025-10-14,33.12,18.36,Core
T000039353,C0007689,2025-10-14,213.02,94.28,Core
T000015476,C0003572,2025-10-14,159.6,126.01,Services
T000026585,C0008961,2025-10-14,5404.53,4249.74,Services
T000055413,C0000773,2025-10-14,2851.72,1915.68,Premium
T000053026,C0005301,2025-10-14,33.57,15.75,Add-on
T000058231,C0006346,2025-10-14,87.81,55.32,Core
T000003229,C0000415,2025-10-14,216.49,171.85,Services
T000022600,C0000898,2025-10-14,1071.47,615.61,Premium
T000012365,C0000060,2025-10-14,245.17,187.0,Premium
T000035314,C0006135,2025-10-14,398.62,306.58,Services
T000054622,C0006440,2025-10-14,830.06,387.76,Core
T000055660,C0006273,2025-10-14,165.72,96.04,Core
T000039092,C0003871,2025-10-14,301.01,177.02,Core
T000044521,C0006230,2025-10-14,1226.43,823.91,Services
T000055676,C0001338,2025-10-14,8427.47,5434.94,Core
T000047289,C0001488,2025-10-14,28.96,18.23,Add-on
T000053578,C0001302,2025-10-14,1655.41,1424.82,Services
T000057396,C0007509,2025-10-14,455.63,371.62,Premium
T000017720,C0006555,2025-10-14,6604.12,5608.53,Services
T000037194,C0006917,2025-10-14,142.12,73.43,Add-on
T000051927,C0005705,2025-10-14,124.73,88.95,Core
T000035560,C0006065,2025-10-14,1137.19,612.35,Core
T000049117,C0001332,2025-10-14,903.19,691.62,Premium
T000003687,C0007871,2025-10-14,5802.24,3700.24,Core
T000000419,C0000998,2025-10-14,80.02,47.4,Add-on
T000048515,C0007355,2025-10-14,97.1,46.68,Add-on
T000031333,C0002821,2025-10-14,115.6,57.66,Add-on
T000049075,C0007424,2025-10-14,215.98,110.68,Core
T000040130,C0006782,2025-10-14,885.08,500.42,Core
T000011568,C0008635,2025-10-14,1079.46,601.18,Core
T000051732,C0006415,2025-10-14,104.43,60.41,Core
T000040605,C0003854,2025-10-14,235.12,143.98,Core
T000011419,C0005463,2025-10-14,36.46,18.21,Add-on
T000058013,C0007669,2025-10-14,123.63,55.09,Add-on
T000028523,C0006491,2025-10-14,744.63,319.54,Add-on
T000044006,C0000477,2025-10-14,132.23,71.75,Core
T000002568,C0001721,2025-10-14,183.91,153.55,Services
T000038851,C0007690,2025-10-14,1275.79,887.06,Premium
T000043116,C0001035,2025-10-14,4099.52,3530.15,Services
T000035913,C0006856,2025-10-14,2294.52,1961.48,Premium
T000059702,C0003919,2025-10-14,1069.11,1047.43,Services
T000027351,C0003747,2025-10-14,1153.63,812.64,Premium
T000028301,C0007181,2025-10-14,92.09,50.16,Add-on
T000016139,C0002049,2025-10-14,153.99,93.71,Core
T000058512,C0006627,2025-10-14,249.49,233.68,Services
T000057755,C0006014,2025-10-14,10.76,4.34,Add-on
T000045141,C0003836,2025-10-15,247.11,160.85,Core
T000023217,C0004802,2025-10-15,685.14,384.43,Core
T000060501,C0003359,2025-10-15,140.29,79.89,Core
T000065267,C0005423,2025-10-15,177.41,145.11,Premium
T000047772,C0006768,2025-10-15,1080.9,816.92,Premium
T000031297,C0008511,2025-10-15,352.31,245.59,Premium
T000066934,C0003716,2025-10-15,84.47,45.22,Add-on
T000047770,C0006768,2025-10-15,3610.68,2963.36,Premium
T000059929,C0000081,2025-10-15,46.87,24.54,Add-on
T000035316,C0006135,2025-10-15,895.68,713.59,Services
T000035371,C0003545,2025-10-15,51.0,41.01,Core
T000047893,C0007348,2025-10-15,396.06,238.75,Core
T000038849,C0007690,2025-10-15,5581.55,4520.0,Premium
T000015832,C0003607,2025-10-15,221.62,122.28,Core
T000063530,C0006907,2025-10-15,1568.72,795.49,Core
T000067617,C0001497,2025-10-15,46.51,30.89,Core
T000033023,C0000593,2025-10-15,1173.94,596.96,Core
T000041350,C0007736,2025-10-15,2002.4,1492.67,Premium
